Trained Epochs,BC Loss,QL Loss,Actor Loss,Critic Loss
50,0.05099538637697697,-0.25588085163924035,0.02540730081167072,17.33041409438908
Trained Epochs,BC Loss,QL Loss,Actor Loss,Critic Loss
50,0.05099538637697697,-0.25588085163924035,0.02540730081167072,17.33041409438908
870.9199764759995,0.2599023337086773
100,0.025036793116927147,-0.5390480879959464,-0.028868016502205284,48.451756924533846
1366.3764455383032,0.4261310814754188
150,0.022170030230190606,-0.2989861010329123,-0.007728580390531569,54.90242163078308
1602.36844452093,0.5053078748435547
200,0.02055056924059987,-0.15949743641614036,0.004600825321357698,98.28678218757629
929.1200811608621,0.2794288332616409
250,0.019532297869306058,-0.16541663126614647,0.002990634454917163,179.76482399269105
1235.0524113115937,0.38207104568156275
300,0.018669972888547926,-0.1660677777757134,0.0020631948242895307,247.40677340835572
1091.7408571835524,0.33398912189863966
350,0.01805425402244553,-0.21290185030210299,-0.003235931362733245,393.48771433303835
1066.8946787681393,0.32565307346112543
400,0.01749419303703122,-0.36389738115231507,-0.018895545653514565,729.9924393267822
905.5337789192614,0.27151548116939855
450,0.017156230187248437,-0.45364504837960007,-0.028208275302182884,2114.1951441607666
941.7153816578492,0.2836546354462859
500,0.017944254139745607,-0.7686861917150021,-0.05892436621179804,230218.796352063
718.9731316040504,0.20892321580963294
550,0.016685456705084072,-0.6973992404299975,-0.053054468445442614,159655.8576678125
389.0176270190147,0.09822107794125712
600,0.016287618321999906,-0.6267672924828529,-0.04638911181908101,193039.41849984374
909.489722446046,0.272842724993539
650,0.01623842141875997,-0.5677234380233288,-0.04053392311964184,183161.1232975
1040.398212561802,0.3167633431361604
700,0.016077395607894285,-0.5985393232959509,-0.04377653752684593,298843.1827364063
1107.543402535856,0.3392909748150263
750,0.015900848425664006,-0.5616809798145295,-0.04026725028235465,434644.19104546873
906.3318194993049,0.27178322878108835
800,0.015653210355825724,-0.5507190480768681,-0.039418695154618474,532145.7354696875
834.7498980590785,0.247767045913871
850,0.015461906133145093,-0.5519830804938078,-0.03973640261312947,720843.2750496875
983.3331662755329,0.2976176627833123
900,0.015346196884699166,-0.6693707216322422,-0.051590876301266256,1497577.745350625
838.0415707676973,0.2488714227190568
950,0.01513331576234661,-0.7542596783506871,-0.06029265341132879,4923544.9191
831.3104273598453,0.24661308195736842
1000,0.014775795633578673,-0.7140729965418577,-0.056631505155526105,12415369.857135
913.7212581066175,0.27426243170423825
